MLA-C01 • DOMAIN 1,THUẬT NGỮ & KEYWORD,Collect/Store + Transform + Validate Data; Domain 1.,,,,,,,,,,,,,
210 mục • 16 cột,197 mục theo chủ đề Skill Builder,"1.1 Collect, ingest & store data",,,,,,,,,,,,,
Đọc cột B: keyword cần nhớ,13 mục bổ sung Domain 1,1.2 Transform & feature engineering,,,,,,,,,,,,,
Đối chiếu: 14/09/2026,Nguồn: cột O • Ví dụ tự xây dựng,1.3 Data integrity & preparation,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Exploratory data analysis (EDA),"• Relationships
• Distributions
• Comparisons
• Compositions",Phân tích khám phá dữ liệu,Statistics and plots reveal data properties before modeling.,Dùng thống kê và biểu đồ tìm hiểu dữ liệu trước xây mô hình.,"Khám phá thống kê và biểu đồ trước modeling để hiểu dữ liệu, phát hiện vấn đề và định hướng biến đổi. Kết hợp loại biến, missingness, duplicate, range, nhóm và cấu trúc thời gian.",Quy trình: xem schema/count → tỷ lệ null/duplicate → histogram/box plot → bar chart nhóm → scatter/heatmap → ghi giả thuyết cần kiểm chứng.,"Ba mục tiêu trong bài: hỗ trợ chọn cách modeling, tìm lỗi chất lượng và xác định transformations/feature engineering cần thiết.",EDA phát hiện mẫu hình chứ không tự chứng minh nhân quả. Không liên tục dùng test set để điều chỉnh feature; xem dữ liệu theo thời gian/nhóm để tránh che vấn đề bằng trung bình.,Data Wrangler; Athena,Domain 1,1.1,EDA,Skill Builder,https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT,14/09/2026
Heatmap,"• Color encodes values
• Relationships
• Correlation / contingency",Bản đồ nhiệt,Color encodes values in a matrix.,Màu sắc biểu diễn giá trị trong ma trận.,"Dùng màu cho giá trị trong ma trận; có thể biểu diễn correlation giữa feature hoặc tần suất tổ hợp danh mục. Đọc đúng chú giải màu, thang giá trị và nhãn trục.",Ma trận correlation cho thấy hai cột số gần trùng thông tin; bảng chéo nhóm×nhãn cho thấy tổ hợp ít mẫu.,"Nhanh chóng phát hiện cụm, tương quan và cấu trúc khó thấy khi đọc bảng số lớn.",Màu không có ý nghĩa cố định giữa công cụ. Correlation thấp không loại trừ quan hệ phi tuyến; correlation cao không chứng minh nhân quả.,Data Wrangler,Domain 1,1.1,EDA,Skill Builder,https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT,14/09/2026
Histogram,"• Distribution analysis
• Bins
• Frequency
• Skew / modes",Biểu đồ tần suất,Bins summarize the frequency of numerical values.,Các khoảng thể hiện tần suất giá trị số.,"Chia miền giá trị số thành các bin rồi đếm số mẫu/tần suất. Thể hiện độ lệch, độ rộng, nhiều đỉnh và vùng ít dữ liệu, giúp quyết định biến đổi hoặc điều tra lỗi.",Thu nhập có đuôi phải dài; thử nhìn log-scale để hiểu phân bố và xem log transformation có hợp với mô hình/bài toán không.,"Phân tích numerical data và kiểm tra dữ liệu ngoài range, skew hoặc pattern bất thường.",Số/lề bin có thể làm thay đổi cảm nhận. Histogram khác bar chart danh mục; không tự kết luận dữ liệu phải được biến thành phân phối chuẩn.,Data Wrangler,Domain 1,1.1,EDA,Skill Builder,https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT,14/09/2026
Numerical data,"• Quantitative values
• Discrete / continuous
• Mean / median / spread",Dữ liệu số,Values represent quantitative measurements or counts.,Giá trị biểu diễn số đo hoặc số đếm.,"Giá trị số biểu diễn lượng đo/đếm có phép toán có nghĩa. Discrete như số lần truy cập; continuous như nhiệt độ. Kiểm tra đơn vị, range, distribution và precision.",Mã bưu điện “70000” là định danh dù viết bằng số; không có ý nghĩa lấy trung bình như nhiệt độ hoặc số lượng đơn.,"Quyết định tính thống kê, scaling và biểu đồ phù hợp; tránh dùng sai thuật toán/encoding.",Không mặc định numeric dtype nghĩa là feature định lượng. Giá trị đặc biệt như -1 cho missing cần được xử lý trước thống kê.,Data Wrangler,Domain 1,1.1,EDA,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://skillbuilder.aws/learn/3AHUUNMH2X/aws-ml-engineer-associate--data-transformation-and-feature-engineering/H2K74ZEHBM",14/09/2026
Scatter plot,"• Relationship analysis
• Paired numeric values
• Correlation / clusters",Biểu đồ phân tán,Points display paired numerical measurements.,Các điểm thể hiện cặp giá trị số.,"Mỗi điểm biểu diễn cặp giá trị x-y của một quan sát; thêm màu theo label/nhóm giúp xem quan hệ, cụm và độ tách biệt. Dùng sample/alpha khi quá nhiều điểm.","Vẽ nhiệt độ và độ rung, tô màu trạng thái lỗi thiết bị; quan sát vùng hai lớp chồng lấp để đánh giá thông tin feature.",Khám phá relationship giữa biến số và pattern có thể ảnh hưởng lựa chọn feature/model.,Điểm chồng lấp có thể che mật độ. Xu hướng nhìn thấy không chứng minh nhân quả hoặc bảo đảm model tổng quát; kiểm tra nhóm/thời gian.,Data Wrangler,Domain 1,1.1,EDA,Skill Builder,https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT,14/09/2026
Event time,"• When observation occurred
• Ingestion time differs
• Temporal ordering",Thời gian sự kiện,The timestamp describes when the feature observation occurred.,Mốc thời gian thể hiện khi quan sát feature xảy ra.,Timestamp thể hiện thời điểm sự kiện hoặc giá trị feature có hiệu lực theo định nghĩa dataset. Khác thời điểm hệ thống nhận hoặc xử lý; ảnh hưởng window và chọn bản ghi đúng thời gian.,"Giao dịch xảy ra 10:00 nhưng đến hệ thống 10:05: event time=10:00, ingestion time=10:05. Ghi cả hai khi cần xử lý late data.","Quan trọng cho historical features, latest record và point-in-time dataset; tránh lấy feature tương lai.",Phải định nghĩa timezone và ý nghĩa timestamp rõ. Feature tính lúc 10:05 từ sự kiện 10:00 có thể cần cả availability time; chỉ so event time chưa luôn đủ chống leakage.,Feature Store,Domain 1,1.1,Feature Store,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store-create-feature-group.html",14/09/2026
Offline feature store,"• Historical features
• Append history
• S3 / Parquet
• Training queries",Kho feature lịch sử,Historical feature records support training and analysis.,Bản ghi feature lịch sử phục vụ huấn luyện và phân tích.,Kho lịch sử các phiên bản feature để dựng dữ liệu training/phân tích theo thời điểm. SageMaker offline store dùng S3 và metadata để query bằng Athena hoặc reader phù hợp.,"Truy vấn feature mới nhất không vượt thời điểm dự đoán của từng sample, thay vì lấy record cuối cùng của toàn lịch sử.","Cho phép tái lập training dataset, dùng cùng feature đã tạo cho inference và điều tra sự thay đổi của feature.","Ghi offline có độ trễ so với online; lịch sử không tự đảm bảo point-in-time query đúng. Phải xử lý duplicate/update/delete, late arrival và selection theo schema của store.",Feature Store; Athena,Domain 1,1.1,Feature Store,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store-offline.html",14/09/2026
Online feature store,"• Latest record
• Low-latency lookup
• GetRecord / BatchGetRecord",Kho feature trực tuyến,Latest feature records support low-latency lookups.,Các bản ghi feature mới nhất phục vụ đọc độ trễ thấp.,Kho phục vụ feature mới nhất theo record identifier để inference đọc nhanh. SageMaker cung cấp GetRecord cho bản ghi và BatchGetRecord cho nhiều bản ghi theo API hỗ trợ.,"Endpoint lấy feature khách hàng theo ID rồi tính prediction; nếu chưa có record hoặc feature quá cũ, ứng dụng dùng chiến lược fallback đã định.",Giảm thời gian tính lại feature và giữ cách cung cấp feature nhất quán trong luồng phục vụ.,"Latest không phải historical snapshot. Theo dõi freshness/TTL, missing record và lỗi đọc; không dùng online store hiện tại để giả lập feature của quá khứ.",Feature Store,Domain 1,1.1,Feature Store,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store.html",14/09/2026
IOPS,"• Operations per second
• Random I/O
• I/O size matters",Số thao tác I/O mỗi giây,The number of storage read or write operations per second.,Số thao tác đọc ghi mỗi giây.,Số thao tác đọc/ghi storage hoàn tất mỗi giây. Phù hợp đánh giá workload nhiều request nhỏ/ngẫu nhiên; đọc hoặc ghi được tính theo kích thước và quy tắc dịch vụ.,"Ước lượng đơn giản: throughput≈IOPS×kích thước mỗi I/O. 10.000 IOPS×4 KiB≈39 MiB/s nếu mỗi I/O đều 4 KiB, chưa tính các giới hạn khác.",Giúp chọn volume cho random access và xác định nghẽn storage khi training chờ dữ liệu.,"IOPS cao không tự bảo đảm latency thấp hoặc MB/s cao; còn có queue, I/O size và giới hạn instance/network. Đừng so IOPS hai hệ thống khi kích thước I/O khác nhau.",EBS; FSx; CloudWatch,Domain 1,1.1,Hiệu năng,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://aws.amazon.com/ebs/",14/09/2026
Latency,"• Time per operation
• Response time
• Tail latency",Độ trễ,Time elapsed to complete a request or operation.,Thời gian để hoàn tất một yêu cầu hoặc thao tác.,"Thời gian để một yêu cầu hoàn tất; đo read/write hoặc end-to-end theo định nghĩa. Với nhiều request, p95/p99 phản ánh đuôi chậm mà average có thể che.",Dữ liệu feature mất 5 ms để đọc nhưng transform thêm 20 ms; end-to-end trước model không chỉ là latency của storage.,Chọn storage/online feature path cho tác vụ nhạy thời gian và phân biệt bottleneck từng công đoạn.,"Throughput tổng cao vẫn có request chậm. Đo cùng điều kiện tải, kích thước và network; không lấy con số quảng bá làm bảo đảm mọi request.",Feature Store; CloudWatch,Domain 1,1.1,Hiệu năng,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/sagemaker/latest/dg/feature-store.html",14/09/2026
Scalability / elasticity,"• Grow capacity
• Adjust with demand
• Scale up / out",Khả năng mở rộng / co giãn,Capacity can grow; elasticity adjusts it with demand.,Mở rộng là tăng khả năng đáp ứng; co giãn điều chỉnh theo nhu cầu.,"Scalability là khả năng tăng năng lực khi dữ liệu/tải tăng; elasticity là điều chỉnh tăng/giảm theo nhu cầu. Cần xét cả dung lượng, compute, throughput, concurrency và giới hạn hệ thống.",Thêm worker giúp scale out; auto tăng/giảm worker theo job là elasticity. EFS tự tăng dung lượng không có nghĩa mọi giới hạn throughput đều vô hạn.,"Giúp thiết kế ingestion và storage khi workload tăng, tránh cấp phát dư lâu dài hoặc thiếu năng lực đột ngột.","Không đồng nhất serverless với vô hạn hoặc không cần cấu hình. Hot key, dịch vụ đích và quota có thể giới hạn dù tổng tài nguyên còn dư.",Kinesis; EFS,Domain 1,1.1,Hiệu năng,Skill Builder,https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT,14/09/2026
Sequential / random access,"• Ordered reads
• Shuffled records
• Access pattern drives storage",Truy cập tuần tự / ngẫu nhiên,Reads follow order or jump between data locations.,Đọc theo thứ tự hoặc nhảy giữa các vị trí.,"Sequential đọc dữ liệu theo thứ tự và thuận tiện stream lớn; random đọc vị trí bất kỳ, thường gặp khi shuffle mẫu. Lựa chọn storage phụ thuộc pattern, kích thước I/O và số client.",Đọc tuần tự các shard training khác với truy cập nhiều ảnh nhỏ ngẫu nhiên qua mỗi epoch; EBS/io2 hoặc Lustre có thể hợp random I/O theo tải.,"Giải thích vì sao cùng dung lượng dataset có thể cần storage khác nhau; nối IOPS, throughput và latency vào lựa chọn.",Có thể thay đổi pattern bằng caching/prefetch/sharding. Không gán một service duy nhất cho mọi sequential/random workload mà bỏ qua reader và network.,S3; EBS; FSx,Domain 1,1.1,Hiệu năng,Skill Builder,https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT,14/09/2026
Throughput,"• Data per time
• MB/s / GB/s
• Parallel data flow",Thông lượng,The amount of data processed per time unit.,Lượng dữ liệu xử lý hoặc truyền trong một đơn vị thời gian.,"Lượng bytes hoặc record xử lý/truyền trong một đơn vị thời gian. Quan trọng khi nạp dataset lớn hoặc nhiều worker đọc đồng thời; nêu rõ đo ở nguồn, mạng, storage hay toàn pipeline.","Đọc 120 GB trong 10 phút tương đương khoảng 200 MB/s theo hệ thập phân, bỏ qua overhead. Pipeline chỉ nhanh bằng công đoạn giới hạn thực tế.","Chọn storage/network để dữ liệu tới compute đủ nhanh; đánh giá batching, compression và parallelism.",Khác latency mỗi request và IOPS. Tăng throughput một khâu không cải thiện toàn luồng nếu bottleneck nằm ở transform hoặc nguồn dữ liệu.,FSx; EBS; CloudWatch,Domain 1,1.1,Hiệu năng,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://docs.aws.amazon.com/fsx/latest/LustreGuide/what-is.html",14/09/2026
Compression,"• Smaller bytes
• CPU trade-off
• Codec compatibility",Nén dữ liệu,Encoding reduces the bytes needed to store or transfer data.,Mã hóa giúp giảm dung lượng lưu và truyền.,"Giảm lượng dữ liệu lưu/truyền bằng codec phù hợp. Chọn dựa trên tỷ lệ nén, tốc độ nén/giải nén, khả năng chia đọc và reader hỗ trợ; cân đối CPU với I/O/network tiết kiệm.",Parquet+Snappy thường hợp phân tích bảng cần giải nén nhanh; Gzip có thể cho tỷ lệ nén tốt nhưng đánh đổi khác. Đo bằng dữ liệu thực tế.,"Giảm storage, bandwidth và dữ liệu quét khi pipeline tận dụng được; tăng hiệu quả ingestion với payload lớn.",Không có codec tốt nhất cho mọi dữ liệu. Dữ liệu đã nén có thể ít lợi ích; nén cả file theo cách không splittable có thể hạn chế parallelism.,S3; EMR,Domain 1,1.1,Hiệu năng dữ liệu,Skill Builder,"https://skillbuilder.aws/learn/EZ5E7MDBFM/aws-ml-engineer-associate--collect-ingest-and-store-data/SYGN3UF5BT
https://parquet.apache.org/docs/overview/",14/09/2026
