MLA-C01 • DOMAIN 2,THUẬT NGỮ & KEYWORD,Choose • Train • Customize • Evaluate,,,,,,,,,,,,,
164 mục • 16 cột,Định nghĩa EN/VI + chi tiết,Task 2.1–2.3 • Mới: 2.3,,,,,,,,,,,,,
Keyword cần nhớ: cột B,Lợi ích / ví dụ / điều kiện,Analyze / Evaluate: +42 mục • mở rộng 13,,,,,,,,,,,,,
Đối chiếu: 15/09/2026,Nguồn: O • Có ghi phạm vi,Đã tổng hợp bốn module D2 theo nguồn đã mở.,,,,,,,,,,,,,
Key / Thuật ngữ,Keyword cần nhớ,Nghĩa tiếng Việt,Definition (EN),Định nghĩa (VI),Cơ chế / Giải thích chi tiết,Ví dụ / Công thức,Vai trò / Khi áp dụng,Điểm dễ nhầm / Điều kiện,Dịch vụ liên quan,Domain,Task,Nhóm chủ đề,Phạm vi nguồn,Nguồn tham khảo,Ngày đối chiếu
Automatic model evaluation,"• Computed metrics
• Repeatable comparison
• Task-appropriate measures",Đánh giá mô hình tự động,Automatic evaluation computes scores for model outputs using programmed metrics or automated evaluators.,Tính điểm đầu ra bằng metric/lôgic hoặc evaluator tự động.,"Chọn phép đo phù hợp task và expected outputs; lặp lại cùng dataset để so sánh. Hữu ích cho đánh giá quy mô lớn, bổ sung review con người ở tiêu chí khó tự đo.
Module evaluation bổ sung BLEU/ROUGE cho overlap, BERTScore cho so khớp ngữ nghĩa theo token, và retrieval metrics để tách lỗi tìm nguồn khỏi lỗi sinh câu trả lời.",So sánh các model trên bộ QA/summarization đại diện với metric được hỗ trợ và rubric rõ.,Cần evidence nhất quán khi shortlist/cân đối chất lượng và chi phí.,"Metric dễ tính có thể không phản ánh đúng helpfulness/factuality. Điểm cao không thay thế kiểm tra case lỗi quan trọng; hỗ trợ task/model/Region cần xác minh.
Các câu trả lời tự do có nhiều đáp án đúng nên accuracy truyền thống thường không đủ. GenAI làm classification hoặc câu trả lời cấu trúc vẫn có thể dùng accuracy/exact match phù hợp; không loại accuracy khỏi mọi bài GenAI.",Amazon Bedrock Evaluations,Domain 2,2.1,Model evaluation,Skill Builder,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation.html
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
Human model evaluation,"• Rubric
• Tone / helpfulness
• Subject-matter reviewers",Đánh giá mô hình bằng con người,Human evaluation uses reviewers to rate model outputs against explicit task criteria.,Người đánh giá chấm đầu ra theo tiêu chí nhiệm vụ được định nghĩa rõ.,"Dùng rubric, ví dụ chuẩn, người có chuyên môn phù hợp và xử lý bất đồng. Có thể so sánh nhiều output cùng input để đánh giá tone/helpfulness và lỗi miền.
Task 2.3: lấy sample đại diện, cho nhiều reviewers chấm phần dữ liệu overlap, đo agreement và hiệu chuẩn rubric. Tổng hợp theo topic và phân tích bất đồng để tìm lỗi cụ thể.","Chọn model viết phản hồi lịch sự, đúng chính sách và hữu ích; chỉ automated similarity score có thể không đủ.
Walkthrough: 78% helpful, 15% partly helpful, 7% unhelpful; target 80% chưa đạt. Những lỗi billing/account dẫn tới bổ sung nội dung knowledge base.",Tiêu chí chủ quan hoặc ảnh hưởng nghiệp vụ cần judgment con người.,"Human rating cũng có bias, độ không nhất quán và chi phí; không dùng sở thích của một reviewer để kết luận toàn workload.
Tỷ lệ helpful là tỷ lệ loại rating theo thiết kế bài, khác điểm helpfulness của judge. Sample nhỏ hoặc lệch có thể khiến kết quả chưa đại diện.",Bedrock Evaluations,Domain 2,2.1,Model evaluation,Skill Builder,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation.html
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
LLM-as-a-judge,"• Model evaluates model
• Explicit rubric
• Calibrate with humans",Dùng LLM làm giám khảo,LLM-as-a-judge uses one language model to score another model's responses against an evaluation rubric.,Dùng một LLM chấm phản hồi của model khác theo rubric.,"Cung cấp input, output, tiêu chí và reference nếu có; thu điểm cùng lý do. Dùng để mở rộng đánh giá nhưng kiểm tra với human samples và case đã biết để hiểu sai lệch.
Task 2.3: chuẩn bị dataset → chọn dimensions/rubric → chọn evaluator → chạy và so candidate. Chấm helpfulness, logical coherence, faithfulness và harmfulness; faithfulness phải có context để đối chiếu claims.","Chấm mức đáp ứng câu hỏi và độ bám nguồn của hàng nghìn responses trước khi review sâu các lỗi.
Cùng question và context, kiểm tra claim không được nguồn hỗ trợ; human-review một tập mẫu để hiệu chuẩn judge.","Cần đánh giá ngôn ngữ ở quy mô lớn, kết hợp automated và human evidence.","Judge có thể thiên vị cách trình bày, độ dài hoặc bỏ sót facts. Lý do nghe hợp lý không chứng minh score đúng; không coi judge là ground truth tuyệt đối.
Bài minh họa thang 0–1; phải kiểm tra thang thực tế của metric/job. Harmfulness thấp tốt, các quality dimensions còn lại cao tốt theo ví dụ. Một template được áp dụng trên nhiều samples, không phải một request không giới hạn chứa mọi dữ liệu.",Bedrock model evaluation with judge model,Domain 2,2.1,Model evaluation,Skill Builder,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation.html
https://skillbuilder.aws/learn/Q6PN4F1E2G/aws-ml-engineer-associate--analyze-and-evaluate-performance/CHBEW6A7NZ",15/09/2026
Context window — selection criterion,"• Token budget
• Input + output allowance
• Long-document fit",Cửa sổ ngữ cảnh khi chọn model,"The context window limits how much content a model can consider in a request, according to the model's token accounting.",Giới hạn nội dung model có thể xét trong một request theo cách tính token của model.,"Tính system prompt, conversation, retrieved passages, query và phần output cần chừa theo giới hạn model. Chọn context đủ task; tối ưu retrieval/chunking trước khi nhét mọi tài liệu.","Một request cần nhiều trang ngữ cảnh và câu trả lời dài → kiểm tra tổng token cùng output limit, không chỉ độ dài file.",Shortlist model cho long-document reasoning hoặc RAG có nhiều context.,"Context lớn không đảm bảo model dùng tốt mọi thông tin, không phải permanent memory và không tự cập nhật weights. Limit/price thay đổi theo model/version.",Bedrock model catalog,Domain 2,2.1,Model criteria,Skill Builder,https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2,14/09/2026
Input and output tokens,"• Separate price components
• Request volume
• Output length",Token đầu vào và đầu ra,"Input tokens represent content sent to the model, while output tokens represent generated content.",Input tokens là nội dung gửi vào model; output tokens là nội dung model sinh ra.,"Với pricing theo token: cost≈N×(T_in×P_in+T_out×P_out), quy đổi đúng đơn vị giá (ví dụ mỗi triệu token). Bổ sung phí cache/retrieval/tool calls nếu có; dùng lengths thực tế.","Hai model cùng request count nhưng prompt/output length khác nhau có tổng bill khác nhau. Đây là công thức khái niệm, không phải bảng giá AWS.","So sánh FM theo volume, prompt và response distribution; dự toán chi phí inference.",Không coi một từ luôn là một token hoặc input/output có cùng giá. Một số modalities/services dùng đơn vị tính khác; không áp token pricing cho mọi AWS AI API.,Amazon Bedrock,Domain 2,2.1,GenAI economics,Skill Builder,https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2,14/09/2026
Quality–latency–cost tradeoff,"• Meet quality bar
• Response-time budget
• Cost per request","Đánh đổi chất lượng, độ trễ và chi phí",Model selection balances output quality against response time and the total cost of serving the workload.,Cân đối chất lượng đầu ra với thời gian đáp ứng và tổng chi phí phục vụ workload.,"Lọc candidate đạt chất lượng và latency yêu cầu, rồi chọn chi phí/phương án vận hành phù hợp. Kích thước model chỉ là một yếu tố; serving stack, context và output length cũng tác động.",Triệu review ngắn/ngày → thử model nhỏ đủ accuracy; ít request khó đòi quality cao có thể phù hợp model lớn hơn.,Chọn FM và tối ưu inference theo yêu cầu thật; không mặc định model lớn nhất.,Small thường nhanh/rẻ hơn nhưng không là quy luật tuyệt đối giữa mọi kiến trúc/nhà cung cấp. Đo trên cùng workload thay vì suy từ parameter count.,Bedrock; Evaluations,Domain 2,2.1,Model criteria,Skill Builder,https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2,14/09/2026
Hybrid search,"• Semantic + keyword
• Exact identifiers
• Merge candidates",Tìm kiếm kết hợp,Hybrid search combines semantic vector retrieval with lexical keyword retrieval.,Kết hợp tìm kiếm ngữ nghĩa bằng vector với tìm kiếm từ khóa.,Semantic branch xử lý ý nghĩa/paraphrase; keyword branch giữ exact terms như code/name; hợp nhất kết quả theo hệ thống hỗ trợ rồi chọn context.,Câu hỏi chứa XR-4400 nhưng vector-only bỏ sót bài đúng → bổ sung hybrid search.,"Corpus có product codes, tên riêng hoặc IDs và cần cả exact match lẫn meaning.
Trong bài RAG Optimization, đây là lựa chọn khi product codes/names bị semantic-only retrieval bỏ sót; so với reranking chỉ sửa thứ tự candidates đã có.",Không đồng nghĩa reranking hoặc fine-tuning; hỗ trợ HYBRID phụ thuộc vector store/configuration. Không hứa mọi backend của Knowledge Bases đều hỗ trợ như nhau.,Bedrock Knowledge Bases; OpenSearch,Domain 2,2.1,RAG patterns,Skill Builder,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD
https://docs.aws.amazon.com/bedrock/latest/userguide/kb-test-config.html",15/09/2026
Reranking,"• Retrieve candidates → reorder
• Relevance scoring
• Extra latency / cost",Xếp hạng lại kết quả truy xuất,Reranking scores a retrieved candidate set more carefully and reorders it before selecting the final context.,Chấm độ liên quan kỹ hơn trên tập ứng viên đã truy xuất rồi sắp lại trước khi chọn context cuối.,"Retriever lấy top-k đủ rộng; reranker xét query-passage và đẩy đoạn phù hợp lên đầu; gửi số ít đoạn tốt nhất cho generator. Cân nhắc chi phí/latency bước bổ sung.
Phân biệt initial retrieval k và final context count sau rerank; một tập candidates rộng hơn giúp reranker có cơ hội chọn evidence đúng.",Đã lấy được bài đúng trong top 20 nhưng nó không vào top 3 gửi model → reranking có thể cải thiện.,"Khi retrieval gần đúng nhưng ranking chưa tốt, khác với corpus thiếu hẳn thông tin.","Reranker không tìm lại được đoạn không có trong candidate set. Tăng k quá nhiều có thể tăng time/cost; cần đo retrieval và answer quality.
Tăng k chỉ để rerank vẫn cần đo latency và token/candidate cost; không mặc định càng nhiều càng tốt.",Bedrock reranking models; Knowledge Bases,Domain 2,2.1,RAG patterns,Skill Builder,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/learn/2QQTWU7W75/aws-ml-engineer-associate--customize-and-fine-tune-models/GCXKCRD7RD",15/09/2026
Query rewriting,"• Clarify retrieval query
• Preserve intent
• Better search formulation",Viết lại truy vấn để tìm kiếm,Query rewriting reformulates a user's request into a query better suited to retrieval.,Diễn đạt lại yêu cầu người dùng thành truy vấn phù hợp hơn cho retrieval.,"Bổ sung ngữ cảnh đã biết, giải mơ hồ hoặc thay cách diễn đạt để retriever tìm đúng nội dung; lưu original query và kiểm tra không đổi ý người dùng.",“Còn bản XR thì sao?” trong hội thoại có thể được viết lại thành câu hỏi đầy đủ về model sản phẩm vừa nêu.,Query ngắn/mơ hồ hoặc cách diễn đạt khác corpus làm một lần retrieval không đủ.,Rewrite có thể làm lệch ý hoặc thêm giả định sai. Không cần thêm LLM rewrite cho mọi query đơn giản; có thêm calls và latency.,Bedrock; RAG orchestration,Domain 2,2.1,RAG patterns,Skill Builder,https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2,14/09/2026
Multi-step retrieval,"• Decompose complex questions
• Multiple searches
• Combine evidence",Truy xuất nhiều bước,Multi-step retrieval decomposes or iteratively expands a complex information need and combines evidence from several searches.,Tách hoặc mở rộng nhu cầu thông tin qua nhiều lần tìm kiếm rồi tổng hợp bằng chứng.,"Tách subquestions, retrieve từng phần, đánh giá đã đủ evidence chưa rồi kết hợp. Agentic retrieval có thể chọn bước tiếp theo theo kết quả hiện có.",So sánh điều kiện hai policies và ảnh hưởng tới một trường hợp cần nhiều tài liệu khác nhau.,Multi-part/multi-hop questions mà single retrieval thường thiếu context.,"Nhiều bước tăng latency, token cost và nguy cơ lỗi cộng dồn. Đặt giới hạn bước và điều kiện dừng; không coi phức tạp hơn là luôn chính xác hơn.",Bedrock Knowledge Bases; Agentic applications,Domain 2,2.1,RAG patterns,Skill Builder,https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2,14/09/2026
Agentic AI,"• Reason + tools + actions
• Multi-step workflow
• Stateful context",Ứng dụng AI có khả năng dùng công cụ và hành động,"Agentic AI combines a model with tools, state, and orchestration to work through multi-step tasks.","Kết hợp model với công cụ, trạng thái và điều phối để thực hiện nhiệm vụ nhiều bước.","Model xử lý yêu cầu, chọn/gọi tool trong phạm vi ứng dụng, đọc kết quả rồi quyết định bước tiếp. Quyền, validation và business rules phải được thực thi ở hệ thống, không chỉ dựa prompt.",Walkthrough đặt/đổi/hủy lịch cần kiểm tra availability và thao tác scheduling API; RAG đơn thuần chỉ trả thông tin không hoàn tất booking.,Cần hành động/API interaction hoặc chuỗi quyết định phụ thuộc kết quả trước đó.,"AgentCore là nền tảng/các thành phần cho agent, không thay dữ liệu/API nghiệp vụ của bạn. Chatbot theo intent cố định có thể dùng Lex; không phải mọi chatbot đều cần agentic design.",Amazon Bedrock AgentCore; Lex tùy yêu cầu,Domain 2,2.1,Agentic modeling,Skill Builder,"https://skillbuilder.aws/learn/SUCM8B51JS/aws-ml-engineer-associate--choose-modeling-approaches/3Q54Z7VAZ2
https://skillbuilder.aws/cds/CONTENT_PR341MXB8A_001.000.000/assets/transcripts/B3UJH1XYGG.txt
https://docs.aws.amazon.com/bedrock-agentcore/latest/devguide/what-is-bedrock-agentcore.html",14/09/2026
